id	corpus	sentence	token	complexity	annotations
1_2_3	economics	La opa irá dirigida al resto de las acciones ( 12,3 millones de títulos ) y a los bonos convertibles que queden en circulación .	dirigida	{'PL1': 0.275, 'PL2': 0.25, 'PL3': 0.28125, 'overall': 0.2692307692307692}	{1: 2, 2: 1, 3: 2, 4: 2, 5: 1, 6: 2, 7: 2, 8: 1, 9: 3, 10: 4, 11: 1, 12: 2, 13: 2, 14: 3, 15: 2, 16: 2, 17: 2, 18: 3, 19: 2, 20: 1, 21: 3, 22: 2, 23: 1, 24: 3, 25: 1, 26: 4}
1_2_5	economics	La opa irá dirigida al resto de las acciones ( 12,3 millones de títulos ) y a los bonos convertibles que queden en circulación .	resto	{'PL1': 0.15, 'PL2': 0, 'PL3': 0.09375, 'overall': 0.08653846153846154}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 3, 9: 3, 10: 3, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 3, 21: 1, 22: 2, 23: 1, 24: 1, 25: 1, 26: 1}
1_2_8	economics	La opa irá dirigida al resto de las acciones ( 12,3 millones de títulos ) y a los bonos convertibles que queden en circulación .	acciones	{'PL1': 0.275, 'PL2': 0.03125, 'PL3': 0.125, 'overall': 0.15384615384615385}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 2, 6: 3, 7: 1, 8: 2, 9: 2, 10: 1, 11: 4, 12: 1, 13: 1, 14: 2, 15: 1, 16: 1, 17: 3, 18: 3, 19: 2, 20: 2, 21: 1, 22: 2, 23: 1, 24: 1, 25: 1, 26: 1}
1_2_13	economics	La opa irá dirigida al resto de las acciones ( 12,3 millones de títulos ) y a los bonos convertibles que queden en circulación .	títulos	{'PL1': 0.35, 'PL2': 0.28125, 'PL3': 0.3125, 'overall': 0.3173076923076923}	{1: 1, 2: 1, 3: 1, 4: 2, 5: 2, 6: 2, 7: 3, 8: 1, 9: 3, 10: 3, 11: 3, 12: 2, 13: 2, 14: 3, 15: 1, 16: 2, 17: 4, 18: 4, 19: 3, 20: 3, 21: 3, 22: 2, 23: 1, 24: 2, 25: 1, 26: 4}
1_2_18	economics	La opa irá dirigida al resto de las acciones ( 12,3 millones de títulos ) y a los bonos convertibles que queden en circulación .	bonos	{'PL1': 0.6, 'PL2': 0.46875, 'PL3': 0.40625, 'overall': 0.5}	{1: 3, 2: 2, 3: 3, 4: 5, 5: 4, 6: 4, 7: 4, 8: 1, 9: 3, 10: 4, 11: 4, 12: 3, 13: 1, 14: 3, 15: 5, 16: 1, 17: 5, 18: 4, 19: 2, 20: 4, 21: 3, 22: 3, 23: 1, 24: 2, 25: 3, 26: 1}
1_2_19	economics	La opa irá dirigida al resto de las acciones ( 12,3 millones de títulos ) y a los bonos convertibles que queden en circulación .	convertibles	{'PL1': 0.575, 'PL2': 0.375, 'PL3': 0.375, 'overall': 0.4519230769230769}	{1: 2, 2: 2, 3: 2, 4: 3, 5: 3, 6: 2, 7: 4, 8: 3, 9: 4, 10: 3, 11: 2, 12: 3, 13: 3, 14: 4, 15: 4, 16: 1, 17: 5, 18: 3, 19: 2, 20: 3, 21: 3, 22: 3, 23: 2, 24: 2, 25: 3, 26: 2}
1_2_21	economics	La opa irá dirigida al resto de las acciones ( 12,3 millones de títulos ) y a los bonos convertibles que queden en circulación .	queden	{'PL1': 0.15, 'PL2': 0, 'PL3': 0.0625, 'overall': 0.07692307692307693}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 1, 8: 2, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 3, 15: 1, 16: 1, 17: 3, 18: 1, 19: 1, 20: 1, 21: 1, 22: 2, 23: 1, 24: 2, 25: 1, 26: 1}
1_2_23	economics	La opa irá dirigida al resto de las acciones ( 12,3 millones de títulos ) y a los bonos convertibles que queden en circulación .	circulación	{'PL1': 0.2, 'PL2': 0.15625, 'PL3': 0.21875, 'overall': 0.19230769230769232}	{1: 2, 2: 1, 3: 1, 4: 2, 5: 2, 6: 1, 7: 2, 8: 2, 9: 1, 10: 1, 11: 2, 12: 2, 13: 1, 14: 2, 15: 2, 16: 1, 17: 4, 18: 2, 19: 1, 20: 1, 21: 3, 22: 3, 23: 1, 24: 3, 25: 1, 26: 2}
1_3_1	economics	La digitalización está trazando múltiples caminos de transformación que obligan a las organizaciones a revisar sus fundamentos , modelo de negocio , operaciones , estructuras y procesos .	digitalización	{'PL1': 0.1, 'PL2': 0.0625, 'PL3': 0.0625, 'overall': 0.07692307692307693}	{1: 1, 2: 1, 3: 2, 4: 1, 5: 2, 6: 1, 7: 1, 8: 2, 9: 1, 10: 1, 11: 1, 12: 2, 13: 2, 14: 1, 15: 2, 16: 1, 17: 1, 18: 2, 19: 1, 20: 2, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_3_3	economics	La digitalización está trazando múltiples caminos de transformación que obligan a las organizaciones a revisar sus fundamentos , modelo de negocio , operaciones , estructuras y procesos .	trazando	{'PL1': 0.525, 'PL2': 0.71875, 'PL3': 0.5625, 'overall': 0.5961538461538461}	{1: 3, 2: 4, 3: 5, 4: 4, 5: 4, 6: 2, 7: 5, 8: 3, 9: 2, 10: 5, 11: 4, 12: 5, 13: 2, 14: 3, 15: 4, 16: 2, 17: 2, 18: 3, 19: 3, 20: 3, 21: 3, 22: 4, 23: 3, 24: 4, 25: 2, 26: 4}
1_3_4	economics	La digitalización está trazando múltiples caminos de transformación que obligan a las organizaciones a revisar sus fundamentos , modelo de negocio , operaciones , estructuras y procesos .	múltiples	{'PL1': 0.175, 'PL2': 0.09375, 'PL3': 0.03125, 'overall': 0.10576923076923077}	{1: 1, 2: 1, 3: 1, 4: 2, 5: 2, 6: 1, 7: 1, 8: 1, 9: 1, 10: 2, 11: 3, 12: 3, 13: 2, 14: 2, 15: 2, 16: 1, 17: 1, 18: 2, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_3_5	economics	La digitalización está trazando múltiples caminos de transformación que obligan a las organizaciones a revisar sus fundamentos , modelo de negocio , operaciones , estructuras y procesos .	caminos	{'PL1': 0.125, 'PL2': 0, 'PL3': 0.03125, 'overall': 0.057692307692307696}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 2, 12: 1, 13: 2, 14: 2, 15: 1, 16: 1, 17: 2, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 2}
1_3_7	economics	La digitalización está trazando múltiples caminos de transformación que obligan a las organizaciones a revisar sus fundamentos , modelo de negocio , operaciones , estructuras y procesos .	transformación	{'PL1': 0, 'PL2': 0, 'PL3': 0, 'overall': 0}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_3_9	economics	La digitalización está trazando múltiples caminos de transformación que obligan a las organizaciones a revisar sus fundamentos , modelo de negocio , operaciones , estructuras y procesos .	obligan	{'PL1': 0.075, 'PL2': 0, 'PL3': 0.03125, 'overall': 0.038461538461538464}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 2, 7: 1, 8: 1, 9: 1, 10: 2, 11: 1, 12: 1, 13: 1, 14: 1, 15: 2, 16: 1, 17: 1, 18: 1, 19: 1, 20: 1, 21: 1, 22: 2, 23: 1, 24: 1, 25: 1, 26: 1}
1_3_12	economics	La digitalización está trazando múltiples caminos de transformación que obligan a las organizaciones a revisar sus fundamentos , modelo de negocio , operaciones , estructuras y procesos .	organizaciones	{'PL1': 0, 'PL2': 0, 'PL3': 0, 'overall': 0}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_3_14	economics	La digitalización está trazando múltiples caminos de transformación que obligan a las organizaciones a revisar sus fundamentos , modelo de negocio , operaciones , estructuras y procesos .	revisar	{'PL1': 0.175, 'PL2': 0.09375, 'PL3': 0.125, 'overall': 0.1346153846153846}	{1: 1, 2: 1, 3: 2, 4: 1, 5: 1, 6: 1, 7: 2, 8: 2, 9: 3, 10: 3, 11: 1, 12: 2, 13: 2, 14: 1, 15: 1, 16: 1, 17: 2, 18: 2, 19: 1, 20: 2, 21: 1, 22: 2, 23: 1, 24: 1, 25: 1, 26: 2}
1_3_16	economics	La digitalización está trazando múltiples caminos de transformación que obligan a las organizaciones a revisar sus fundamentos , modelo de negocio , operaciones , estructuras y procesos .	fundamentos	{'PL1': 0.2, 'PL2': 0.125, 'PL3': 0.15625, 'overall': 0.16346153846153846}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 3, 8: 2, 9: 1, 10: 3, 11: 1, 12: 2, 13: 2, 14: 2, 15: 3, 16: 1, 17: 2, 18: 3, 19: 1, 20: 2, 21: 2, 22: 2, 23: 1, 24: 1, 25: 2, 26: 1}
1_3_18	economics	La digitalización está trazando múltiples caminos de transformación que obligan a las organizaciones a revisar sus fundamentos , modelo de negocio , operaciones , estructuras y procesos .	modelo	{'PL1': 0.075, 'PL2': 0.03125, 'PL3': 0.03125, 'overall': 0.04807692307692308}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 2, 13: 1, 14: 1, 15: 2, 16: 1, 17: 2, 18: 2, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_3_20	economics	La digitalización está trazando múltiples caminos de transformación que obligan a las organizaciones a revisar sus fundamentos , modelo de negocio , operaciones , estructuras y procesos .	negocio	{'PL1': 0.2, 'PL2': 0.0625, 'PL3': 0.125, 'overall': 0.1346153846153846}	{1: 1, 2: 1, 3: 2, 4: 1, 5: 3, 6: 2, 7: 2, 8: 1, 9: 1, 10: 2, 11: 2, 12: 1, 13: 1, 14: 1, 15: 2, 16: 1, 17: 3, 18: 1, 19: 1, 20: 1, 21: 1, 22: 2, 23: 1, 24: 3, 25: 1, 26: 2}
1_3_22	economics	La digitalización está trazando múltiples caminos de transformación que obligan a las organizaciones a revisar sus fundamentos , modelo de negocio , operaciones , estructuras y procesos .	operaciones	{'PL1': 0.15, 'PL2': 0.09375, 'PL3': 0.09375, 'overall': 0.11538461538461539}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 2, 6: 2, 7: 2, 8: 1, 9: 1, 10: 2, 11: 2, 12: 2, 13: 1, 14: 1, 15: 1, 16: 1, 17: 3, 18: 2, 19: 1, 20: 1, 21: 2, 22: 2, 23: 1, 24: 2, 25: 1, 26: 1}
1_3_24	economics	La digitalización está trazando múltiples caminos de transformación que obligan a las organizaciones a revisar sus fundamentos , modelo de negocio , operaciones , estructuras y procesos .	estructuras	{'PL1': 0.075, 'PL2': 0, 'PL3': 0.03125, 'overall': 0.038461538461538464}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 2, 11: 2, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 2, 18: 1, 19: 1, 20: 1, 21: 1, 22: 2, 23: 1, 24: 1, 25: 1, 26: 1}
1_3_26	economics	La digitalización está trazando múltiples caminos de transformación que obligan a las organizaciones a revisar sus fundamentos , modelo de negocio , operaciones , estructuras y procesos .	procesos	{'PL1': 0.1, 'PL2': 0, 'PL3': 0.09375, 'overall': 0.0673076923076923}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 1, 8: 1, 9: 1, 10: 2, 11: 1, 12: 1, 13: 1, 14: 1, 15: 2, 16: 1, 17: 2, 18: 3, 19: 1, 20: 1, 21: 1, 22: 2, 23: 1, 24: 1, 25: 1, 26: 1}
1_4_1	economics	El fondo logró que el consejo de la socimi hotelera , que había incluso calificado de hostil la oferta , pasara a apoyarla y recomendarla a sus accionistas .	fondo	{'PL1': 0.6, 'PL2': 0.4375, 'PL3': 0.4375, 'overall': 0.5}	{1: 4, 2: 3, 3: 2, 4: 4, 5: 4, 6: 3, 7: 5, 8: 4, 9: 3, 10: 4, 11: 2, 12: 4, 13: 3, 14: 3, 15: 5, 16: 1, 17: 3, 18: 4, 19: 2, 20: 3, 21: 1, 22: 2, 23: 1, 24: 2, 25: 2, 26: 4}
1_4_2	economics	El fondo logró que el consejo de la socimi hotelera , que había incluso calificado de hostil la oferta , pasara a apoyarla y recomendarla a sus accionistas .	logró	{'PL1': 0.425, 'PL2': 0.0625, 'PL3': 0.125, 'overall': 0.22115384615384615}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 3, 6: 3, 7: 2, 8: 2, 9: 3, 10: 4, 11: 2, 12: 1, 13: 1, 14: 3, 15: 1, 16: 1, 17: 5, 18: 2, 19: 2, 20: 2, 21: 1, 22: 1, 23: 1, 24: 1, 25: 2, 26: 2}
1_4_5	economics	El fondo logró que el consejo de la socimi hotelera , que había incluso calificado de hostil la oferta , pasara a apoyarla y recomendarla a sus accionistas .	consejo	{'PL1': 0.125, 'PL2': 0.15625, 'PL3': 0.15625, 'overall': 0.14423076923076922}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 2, 8: 1, 9: 1, 10: 2, 11: 1, 12: 4, 13: 1, 14: 2, 15: 1, 16: 1, 17: 3, 18: 2, 19: 2, 20: 3, 21: 1, 22: 2, 23: 1, 24: 1, 25: 2, 26: 1}
1_4_8	economics	El fondo logró que el consejo de la socimi hotelera , que había incluso calificado de hostil la oferta , pasara a apoyarla y recomendarla a sus accionistas .	socimi	{'PL1': 0.975, 'PL2': 0.90625, 'PL3': 0.96875, 'overall': 0.9519230769230769}	{1: 5, 2: 5, 3: 5, 4: 4, 5: 5, 6: 5, 7: 5, 8: 5, 9: 5, 10: 5, 11: 5, 12: 5, 13: 5, 14: 4, 15: 5, 16: 5, 17: 5, 18: 5, 19: 4, 20: 5, 21: 4, 22: 5, 23: 4, 24: 5, 25: 5, 26: 5}
1_4_9	economics	El fondo logró que el consejo de la socimi hotelera , que había incluso calificado de hostil la oferta , pasara a apoyarla y recomendarla a sus accionistas .	hotelera	{'PL1': 0.7, 'PL2': 0.3125, 'PL3': 0.40625, 'overall': 0.49038461538461536}	{1: 2, 2: 2, 3: 2, 4: 1, 5: 4, 6: 4, 7: 4, 8: 4, 9: 4, 10: 5, 11: 3, 12: 3, 13: 3, 14: 3, 15: 4, 16: 3, 17: 4, 18: 3, 19: 1, 20: 3, 21: 2, 22: 3, 23: 1, 24: 5, 25: 3, 26: 1}
1_4_14	economics	El fondo logró que el consejo de la socimi hotelera , que había incluso calificado de hostil la oferta , pasara a apoyarla y recomendarla a sus accionistas .	calificado	{'PL1': 0.35, 'PL2': 0.3125, 'PL3': 0.1875, 'overall': 0.28846153846153844}	{1: 1, 2: 2, 3: 2, 4: 1, 5: 3, 6: 1, 7: 3, 8: 1, 9: 2, 10: 4, 11: 1, 12: 5, 13: 2, 14: 3, 15: 4, 16: 2, 17: 3, 18: 3, 19: 2, 20: 2, 21: 1, 22: 2, 23: 1, 24: 1, 25: 2, 26: 2}
1_4_16	economics	El fondo logró que el consejo de la socimi hotelera , que había incluso calificado de hostil la oferta , pasara a apoyarla y recomendarla a sus accionistas .	hostil	{'PL1': 0.725, 'PL2': 0.59375, 'PL3': 0.4375, 'overall': 0.5961538461538461}	{1: 5, 2: 3, 3: 2, 4: 3, 5: 4, 6: 5, 7: 4, 8: 2, 9: 3, 10: 4, 11: 5, 12: 5, 13: 3, 14: 4, 15: 5, 16: 3, 17: 4, 18: 4, 19: 2, 20: 1, 21: 5, 22: 4, 23: 1, 24: 2, 25: 3, 26: 2}
1_4_18	economics	El fondo logró que el consejo de la socimi hotelera , que había incluso calificado de hostil la oferta , pasara a apoyarla y recomendarla a sus accionistas .	oferta	{'PL1': 0.35, 'PL2': 0.09375, 'PL3': 0.125, 'overall': 0.20192307692307693}	{1: 1, 2: 1, 3: 2, 4: 1, 5: 4, 6: 1, 7: 2, 8: 1, 9: 1, 10: 4, 11: 3, 12: 2, 13: 2, 14: 3, 15: 3, 16: 1, 17: 2, 18: 2, 19: 1, 20: 1, 21: 1, 22: 2, 23: 1, 24: 1, 25: 3, 26: 1}
1_4_20	economics	El fondo logró que el consejo de la socimi hotelera , que había incluso calificado de hostil la oferta , pasara a apoyarla y recomendarla a sus accionistas .	pasara	{'PL1': 0.25, 'PL2': 0.09375, 'PL3': 0.09375, 'overall': 0.15384615384615385}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 3, 6: 1, 7: 2, 8: 1, 9: 1, 10: 4, 11: 2, 12: 3, 13: 1, 14: 3, 15: 2, 16: 1, 17: 2, 18: 3, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 2}
1_4_22	economics	El fondo logró que el consejo de la socimi hotelera , que había incluso calificado de hostil la oferta , pasara a apoyarla y recomendarla a sus accionistas .	apoyarla	{'PL1': 0.3, 'PL2': 0, 'PL3': 0.03125, 'overall': 0.125}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 2, 6: 1, 7: 1, 8: 1, 9: 3, 10: 3, 11: 1, 12: 1, 13: 1, 14: 2, 15: 4, 16: 1, 17: 4, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 2, 26: 1}
1_4_24	economics	El fondo logró que el consejo de la socimi hotelera , que había incluso calificado de hostil la oferta , pasara a apoyarla y recomendarla a sus accionistas .	recomendarla	{'PL1': 0.1, 'PL2': 0, 'PL3': 0, 'overall': 0.038461538461538464}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 3, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 3, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_4_27	economics	El fondo logró que el consejo de la socimi hotelera , que había incluso calificado de hostil la oferta , pasara a apoyarla y recomendarla a sus accionistas .	accionistas	{'PL1': 0.125, 'PL2': 0.3125, 'PL3': 0.3125, 'overall': 0.2403846153846154}	{1: 2, 2: 2, 3: 2, 4: 2, 5: 1, 6: 2, 7: 3, 8: 1, 9: 1, 10: 1, 11: 1, 12: 3, 13: 2, 14: 1, 15: 2, 16: 2, 17: 3, 18: 3, 19: 2, 20: 3, 21: 2, 22: 2, 23: 1, 24: 3, 25: 1, 26: 3}
1_5_2	economics	El año pasado , entre profesionales independientes y pymes contribuyeron con el 56 % del crecimiento del sector , añadiendo 101.462 automóviles que han dejado la flota bajo gestión en 629.260 unidades .	pasado	{'PL1': 0, 'PL2': 0, 'PL3': 0, 'overall': 0}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
1_5_5	economics	El año pasado , entre profesionales independientes y pymes contribuyeron con el 56 % del crecimiento del sector , añadiendo 101.462 automóviles que han dejado la flota bajo gestión en 629.260 unidades .	profesionales	{'PL1': 0.1, 'PL2': 0, 'PL3': 0.03125, 'overall': 0.04807692307692308}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 2, 9: 1, 10: 2, 11: 1, 12: 1, 13: 1, 14: 1, 15: 3, 16: 1, 17: 1, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 2, 25: 1, 26: 1}
1_5_6	economics	El año pasado , entre profesionales independientes y pymes contribuyeron con el 56 % del crecimiento del sector , añadiendo 101.462 automóviles que han dejado la flota bajo gestión en 629.260 unidades .	independientes	{'PL1': 0.025, 'PL2': 0.0625, 'PL3': 0, 'overall': 0.028846153846153848}	{1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 2, 8: 1, 9: 1, 10: 2, 11: 1, 12: 2, 13: 1, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 1, 21: 1, 22: 1, 23: 1, 24: 1, 25: 1, 26: 1}
